id,name,display_desc,category,location,img
4822,1/3 lb Angus Bacon Cheeseburger - Soy Allergy-friendly,served on an Allergy-friendly Bun with Apple Slices,Entree,Columbia Harbor House,burger_angus_bacon_cheeseburger.jpeg
4823,Kids' Carved Turkey Sandwich - Milk Allergy-friendly,"served with Carrots, Apple Slices and a small Dasani® Water",Entree,Columbia Harbor House,sandwich_turkey_sandwich.png
4824,Kids' Smucker's® Uncrustables® Sandwich - Milk Allergy-friendly,"served with Carrots, Apple Slices and a small Dasani® Water",Entree,Columbia Harbor House,Smuckers_Uncrustables.jpg
4825,Kids' Mac & Cheese - Peanut/Tree Nut Allergy-friendly,served with choice of sides and Beverage,Entree,Columbia Harbor House,mac-n-cheese.png
4827,1/3 lb fresh Angus Bacon Burger,"served with fresh Steamed Broccoli, Apple Slices or French Fries",Entree,Columbia Harbor House,burger_bacon_only.png
4829,Braised Beef and Enchilada Platter - Peanut/Tree Nut Allergy-friendly,served with a Roasted Corn and Cheese Enchilada,Entree,Columbia Harbor House,mex_beef_enchiladas.jpeg
4830,Shrimp Teriyaki Bowl - Peanut/Tree Nut Allergy-friendly,Stir-fried Shrimp and Vegetables tossed in a House-made Teriyaki Sauce,Entree,Columbia Harbor House,asian_shrimp-terriyaki_bowl.jpg
4834,1/3 lb Angus Bacon Burger - Milk Allergy-friendly,served with your choice of Steak Fries or Apple Slices,Entree,Columbia Harbor House,burger_bacon_only.png
4835,Vegan Burger - Milk Allergy-friendly,served with your choice of Steak Fries or Apple Slices,Entree,Columbia Harbor House,burger_vegan.png
4836,BBQ Ribs Platter - Milk Allergy-friendly,served with Coleslaw and choice of Steak Fries or Apple Slices,Entree,Columbia Harbor House,Ribs.png
4837,Vegan Burger - Peanut/Tree Nut Allergy-friendly,served with Steak Fries,Entree,Columbia Harbor House,burger_vegan.png
4838,Southwest BBQ Burger - Peanut/Tree Nut Allergy-friendly,served with Signature Southwestern Steak Fries dusted in Chili-lime Seasoning,Entree,Columbia Harbor House,burger_southwest_BBQ.jpg
4840,"Shrimp, Fish, and Chicken Platter - Peanut/Tree Nut Allergy-friendly",served with Steak Fries and Coleslaw,Entree,Columbia Harbor House,fried_shrimp_fish_chicken.png
4841,Fish and Shrimp Platter - Peanut/Tree Nut Allergy-friendly,served with Steak Fries and Coleslaw,Entree,Columbia Harbor House,fried_seafood_platter_fish_shrimp.png
4842,Shrimp Platter - Peanut/Tree Nut Allergy-friendly,served with Steak Fries and Coleslaw,Entree,Columbia Harbor House,fried_shrimp.png
5142,Peanut Butter and Chocolate Coffin Cake ,Coffin Cake layered with Peanut Butter and Chocolate and topped with Chocolate Ganache,Beverage,Columbia Harbor House,dessert_peanut_butter_chocolate_cake.png
5143,Chocolate and Orange Cream Parfait,layers of Chocolate Cake and Orange Cream,Beverage,Columbia Harbor House,dessert_chocolate_orange_parfait.jpg
5388,Pumpkin Straw,,Beverage,Columbia Harbor House,dessert_pumpkin.jpeg
5445,Chocolate Mousse Present,Chocolate Mousse decorated as a Holiday Present,Dessert,Columbia Harbor House,dessert_chocolate_mousse.png
5446,Winterberry Margarita,crafted with Silver Patrón Tequila,Dessert,Columbia Harbor House,bev_cocktails.png
5469,Winterberry Margarita,crafted with Silver Patrón Tequila,Dessert,Columbia Harbor House,bev_cocktails.png
